"MasterCatalogName","ProductCode","ProductType","ProductUsage","ProductName","Price","SalePrice","Cost","MSRP Price","MAP","MAPEffectiveStartDate","MAPEffectiveEndDate","RestrictDiscount","RestrictDiscountStartDate","RestrictDiscountEndDate","VariationPricingMethod","ManufacturerPartNumber","UPC","DistributorPartNumber","IsTaxable","ManageStock","Ships by itself","OutOfStockBehavior","PackageWeight","PackageLength","PackageWidth","PackageHeight","FulfillmentTypes","ProductShortDescription","ContentFullProductDescription","ContentFullProductDescription2","ContentFullProductDescription3","SEOMetaTagTitle","SEOMetaTagDescription","SEOMetaTagKeywords","SEOFriendlyURL","price-list-entry-type","fill-power","interval-training","alarm","polarized","filter-medium","sleeping-bag-shape","pole-diameter-mm-","lash-tab","filter-type","altimeter","sleeping-capacity","pole-material","fits-up-to","availability","sleep-tracking","pool-lap-recognition","floor-area-sq-ft-","average-battery-life","popularity","lens-color","sleeve-length","flotation","average-boil-time-min-","power-output-to-device-ma-","average-heart-rate","lens-material","smart-device-notifications","preloaded-map","footwear-closure","bag-style","liquid-capacity-fl.-oz.-","sock-cushioning","footwear-height","product-crosssell","battery-included","sock-height","material","frame-color","battery-storage-capacity-mah","product-related","stopwatch","meat","frame-type","product-upsell","battery-type","stroke-recognition","minimum-trail-weight-lbs","fuel","programmable-routes","best-use","sun-protective-fabric","gear-capacity","moisture-wicking","quick-disconnect-tubing","temperature-rating","bite-valve-shut-off-switch","gender","number-of-burners","quick-drying","time-display","glove-type","brand","number-of-doors","rating","gps-satellite-detectable","tracks-calories-burned","recovery-advising","brand-colors","hat-style","number-of-exterior-pockets","track-steps","heart-rate-sensor-type","removes-destroys","number-of-poles","btu-total","heart-rate-target-zone-s-","trip-length-capacity","number-of-routes","r-value","charge-time-hrs-","uscg-classification","seasons","housing-material","number-of-watpoints","uv-protection","compass","servings-per-container","hrm-included-integrated","v02-max-estimate","output","compatible-fitness-accessories","shirt-size","vestibule-area-sq-ft-","customization","hydration-compatible","pace-alert","visor","illumination","display-size","shirt-style","visual-map-display","inseam-in.-","dry-bag-shape","packable","external-charge","shoe-size","insulated","watch-type","pack-loading","fabric-type","pad-thickness","insulation-type","faset-color","size","waterproof","features","sleeping-bag-compartment","palm-material","water-resistant-depth","weight-capacity-lbs-","pant-rise","weight","wide-mouth-opening","pant-size","zipper-location","pedometer-type","back-length","tent-type","metal-type","attribut-bd","finish","season","backorder-days","bazaarvoice-category"
"Mystic Outdoors Master","COSTA2","Hiking Footwear","Configurable","Costa Lasercut Strap Gladiator Sandal","38.00","9.98","0.00","","","","","No","","","Fixed","","","","Yes","Yes","Yes","AllowBackOrder","1.000","1.000","1.000","1.000","DirectShip & InStorePickup","","","","","Costa Lasercut Strap Gladiator Sandal","","","costa-lasercut-strap-gladiator-sandal","","","","","","","","","","","","","","","Usually Ships in 24 Hours","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","False","","","","","","","","","","","","","","","","","","",""
"Mystic Outdoors Master","CampStove_004","Camp Stove","Standard","Eta Spider Stove Set","160.00","","0.00","","","","","No","","","Fixed","","","","Yes","Yes","No","DisplayMessage","1.000","1.000","1.000","1.000","DirectShip & InStorePickup","Thanks to a remote connection to the fuel canister, the hose-mounted Primus Eta Spider stove system has a lower center of gravity than standard stacked stoves for extra stability while cooking.","<ul><li>Eta Spider Stove includes burner, 1-liter pot, windscreen, plastic bowl for eating and serving, and a nylon carry bag for easy transport&nbsp;</li><li>Stove connects remotely to an isobutane gas canister (not included)&nbsp;</li><li>Primus Eta stoves achieve 40% greater fuel efficiency than standard stoves, letting you cook longer with less fuel&nbsp;</li><li>Piezo igniter sparks the stove to life with the push of a button, eliminating worries about wet matches or burning your hand&nbsp;</li><li>1-liter pot features heat-resistant silicone foldout handles and an integrated spout for easy pouring&nbsp;</li><li>Pot lid is made from BPA-free plastic and features an integrated colander for straining pasta&nbsp;</li><li>For the best fuel economy, turn the throttle approximately three-quarters of the way open<br></li></ul>","","","Eta Spider Stove Set","Eta Spider Stove includes burner, 1-liter pot, windscreen, plastic bowl for eating and serving, and a nylon carry bag for easy transport Stove connects remotely to an isobutane gas canister (not included) Primus Eta stoves achieve 40% greater fuel efficiency than standard stoves, letting you cook longer with less fuel Piezo igniter sparks the stove to life with the push of a button, eliminating worries about wet matches or burning your hand 1-liter pot features heat-resistant silicone foldout handles and an integrated spout for easy pouring Pot lid is made from BPA-free plastic and features an integrated colander for straining pasta For the best fuel economy, turn the throttle approximately three-quarters of the way open","","eta-spider-stove-set","","","","","","","","","","","","","","","Usually Ships in 24 to 48 Hours","","","","","5","","","","3.5","","","","","","","","","","","","","","","","","","","","","","","","","Isobutane-propane","","Backpacking","","","","","","","","","","","","Primus","","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","False","","","","","","","","","Auto Ignition","","","","","","0.5 to 0.99","","","","","","","","","","","",""
"Mystic Outdoors Master","CampStove_003","Camp Stove","Standard","Eta Lite Black Stove System","100.00","","0.00","","","","","No","","","Fixed","","","","Yes","Yes","No","DisplayMessage","1.000","1.000","1.000","1.000","DirectShip & InStorePickup","Boil water and cook 1-pot meals fast and efficiently with the Eta Lite stove system from Primus. The pot attaches to the stove burner for great performance and convenience on your backpacking trips.","<ul><li>0.5-liter anodized aluminum pot connects directly to the stove for excellent heat transfer; built-in windscreen and heat exchanger on the pot maximize efficiency&nbsp;</li><li>Boil a half liter of water in less than 3 min.; a single 100g fuel canister (not included) will provide approximately 59 min. of total burn time&nbsp;</li><li>Stove burner and cooking cup twist together to create a single convenient system for cooking</li><li>Lid features an integrated strainer for straining pasta or steaming vegetables
Insulating cozy on the cooking cup stays in place during cooking without melting, thereby increasing heat retention and efficiency&nbsp;</li><li>Webbing strap pulls double-duty as a pot handle when cooking and as a top strap to keep the whole system contained when it's in your pack
Integrated piezo igniter lights the stove system with a simple click&nbsp;</li><li>Stove burner and 110g fuel canister (not included) stow inside the cup
Included stabilizer widens the overall stove base for enhanced stability<br></li></ul>","","","Eta Lite Black Stove System","0.5-liter anodized aluminum pot connects directly to the stove for excellent heat transfer; built-in windscreen and heat exchanger on the pot maximize efficiency Boil a half liter of water in less than 3 min.; a single 100g fuel canister (not included) will provide approximately 59 min. of total burn time Stove burner and cooking cup twist together to create a single convenient system for cookingLid features an integrated strainer for straining pasta or steaming vegetables
Insulating cozy on the cooking cup stays in place during cooking without melting, thereby increasing heat retention and efficiency Webbing strap pulls double-duty as a pot handle when cooking and as a top strap to keep the whole system contained when it's in your pack
Integrated piezo igniter lights the stove system with a simple click Stove burner and 110g fuel canister (not included) stow inside the cup
Included stabilizer widens the overall stove base for enhanced stability","","eta-lite-black-stove-system","","","","","","","","","","","","","","","Usually Ships in 24 Hours","","","","","2","","","","2.75","","","","","","","","","","","","","","","","","","","","","","","","","Isobutane-propane","","Backpacking","","","","","","","","","","","","Primus","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","False","","","","","","","","","Auto Ignition","","","","","","0.5 to 0.99","","","","","","","","","","","",""
"Mystic Outdoors Master","CampStove_002","Camp Stove","Standard","Express Stove with Piezo Ignition","50.00","","0.00","","","","","No","","","Fixed","","","","Yes","Yes","No","DisplayMessage","1.000","1.000","1.000","1.000","DirectShip & InStorePickup","Perfect for 1 or 2 light-and-fast backpackers, the ultralight Primus Express stove with piezo ignition heats up in a flash to help satisfy your backcountry cravings.","<ul><li>3 foldaway supports snap firmly in place to form a stable cooking surface&nbsp;</li><li>Automatic piezo ignition makes easy work of firing up the stove&nbsp;</li><li>Flame control knob lets you adjust the heat
Includes a nylon storage bag&nbsp;</li><li>Requires an isobutane-propane fuel canister (not included)<br></li></ul>","","","Express Stove with Piezo Ignition","3 foldaway supports snap firmly in place to form a stable cooking surface Automatic piezo ignition makes easy work of firing up the stove Flame control knob lets you adjust the heat
Includes a nylon storage bag Requires an isobutane-propane fuel canister (not included)","","express-stove-with-piezo-ignition","","","","","","","","","","","","","","","Usually Ships in 24 to 48 Hours","","","","","4","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","Isobutane-propane","","Backpacking","","","","","","","","","","","","Primus","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","False","","","","","","","","","Foldable","","","","","","0 to 0.49","","","","","","","","","","","",""
"Mystic Outdoors Master","CampStove_001","Camp Stove","Standard","Firehole 100 2-Burner","170.00","","0.00","","","","","No","","","Fixed","","","","Yes","Yes","No","DisplayMessage","1.000","1.000","1.000","1.000","DirectShip & InStorePickup","The Primus FireHole 100 2-burner stove makes it easy to whip up a gourmet meal in no time at all, whether you're car camping, tailgating or having a backyard picnic.","<ul><li>Two 12,000 BTU stove burners allow you to quickly boil water, warm soup or scramble some eggs; stove boils 1 liter of water in about 3 min.&nbsp;</li><li>Separate controls for each burner give you complete control; precise simmer control helps you prepare all kinds of dishes
Quality steel grate supports large pots&nbsp;</li><li>wist-click piezo ignition lights the burners easily without the hassle of matches&nbsp;</li><li>Lid and side panels work as a windscreen while cooking&nbsp;</li><li>Flexible fuel line connects to standard 16.4 oz. propane canisters, not included; fuel line and regulator are integrated so they'll never get left at home&nbsp;</li><li>Control knobs are recessed so they won't snag on things when you're packing the stove in the back of your car&nbsp;</li><li>Built-in carry handle makes it easy to transport<br></li></ul>","","","Firehole 100 2-Burner","Two 12,000 BTU stove burners allow you to quickly boil water, warm soup or scramble some eggs; stove boils 1 liter of water in about 3 min. Separate controls for each burner give you complete control; precise simmer control helps you prepare all kinds of dishes
Quality steel grate supports large pots wist-click piezo ignition lights the burners easily without the hassle of matches Lid and side panels work as a windscreen while cooking Flexible fuel line connects to standard 16.4 oz. propane canisters, not included; fuel line and regulator are integrated so they'll never get left at home Control knobs are recessed so they won't snag on things when you're packing the stove in the back of your car Built-in carry handle makes it easy to transport","","firehole-100-2-burner","","","","","","","","","","","","","","","Usually Ships in 24 to 48 Hours","","","","","5","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","Propane","","Camping","","","","","","","","","","","","Primus","","5","","","","","","","","","","","24000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","False","","","","","","","","","Foldable","","","","","","12 to 19.99","","","","","","","","","","","",""
"Mystic Outdoors Master","CampCook_003","Camping Cookware","Standard","Pot 900","35.00","","0.00","","","","","No","","","Fixed","","","","Yes","Yes","No","DisplayMessage","1.000","1.000","1.000","1.000","DirectShip & InStorePickup","The lightweight Solo Stove Pot 900 stainless-steel cooking pot nests perfectly with the Solo Stove Lite stove. The stove fits inside the Pot 900 for easy storage","<ul><li>Made with premium-grade 304 stainless steel, the Solo Stove Pot 900 is more durable than aluminum pots&nbsp;</li><li>Easy-to-use lids have rubber-coated lift tabs and are lockable in the upright position&nbsp;</li><li>Pour spout for easy pouring&nbsp;</li><li>Double foldout handles
Volume markings in oz. and ml&nbsp;</li><li>Nylon stuff sack with drawstring&nbsp;</li><li>Solo Stove Lite stove sold separately<br></li></ul>","","","Pot 900","Made with premium-grade 304 stainless steel, the Solo Stove Pot 900 is more durable than aluminum pots Easy-to-use lids have rubber-coated lift tabs and are lockable in the upright position Pour spout for easy pouring Double foldout handles
Volume markings in oz. and ml Nylon stuff sack with drawstring Solo Stove Lite stove sold separately","","pot-900","","","","","","","","","","","","","","","Usually Ships in 24 Hours","","","","","4","","","","","","","","","","","","30","","","","","","Stainless Steel","","","","","","","","","","","","","Camping","","","","","","","","","","","","Solo Stove","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0 to 0.49","","","","","","","","","","","",""
"Mystic Outdoors Master","CampCook_002","Camping Cookware","Standard","X-Set 31 Cookset","110.00","","0.00","","","","","No","","","Fixed","","","","Yes","Yes","No","DisplayMessage","1.000","1.000","1.000","1.000","DirectShip & InStorePickup","Pots, bowls and cups can be bulky and awkward items to fit in your pack. The Sea to Summit X-Set 31 cookset fixes that with flexible silicone walls that collapse down for compact storage.","<ul><li>Cookset includes a 2.8-liter X-Pot, two 22 fl. oz. X-Bowls and two 16.2 fl. oz. X-Mugs&nbsp;</li><li>X-Pot has a lightweight and durable 6063-T6, hard-anodized aluminum base that allows a fast boil time&nbsp;</li><li>Tall, flexible silicone walls make stirring easy while you're cooking&nbsp;</li><li>Pot includes a translucent lid that gives you visibility to what's cooking and has a handy built-in strainer&nbsp;</li><li>X-Bowls and X-Mugs also feature flexible food-grade silicone walls that collapse, slimming them down to a slender 0.5 in. thick and minimizing the space they take up in a pack</li><li>Flexible walls let you accurately pour liquid from the cups and bowls into another container; rigid, reinforced nylon rings keep the rims sturdy for spill-free drinking&nbsp;</li><li>X-Mugs have internal gradient markings help you measure out the contents&nbsp;</li><li>Rigid food-grade nylon bases on the X-Bowls are tough enough to double as cutting boards while prepping meals&nbsp;</li><li>X-Mugs and X-Bowls nest inside the X-Pot to create a compact cookset; other X products, such as X-Cups (sold separately) will also fit inside the X-Pot&nbsp;</li><li>The silicone handles on the X-Pot are designed to secure the lid to the pot only during transport; attaching them to the lid during cooking will cause damage to the lid<br></li></ul>","","","X-Set 31 Cookset","Cookset includes a 2.8-liter X-Pot, two 22 fl. oz. X-Bowls and two 16.2 fl. oz. X-Mugs X-Pot has a lightweight and durable 6063-T6, hard-anodized aluminum base that allows a fast boil time Tall, flexible silicone walls make stirring easy while you're cooking Pot includes a translucent lid that gives you visibility to what's cooking and has a handy built-in strainer X-Bowls and X-Mugs also feature flexible food-grade silicone walls that collapse, slimming them down to a slender 0.5 in. thick and minimizing the space they take up in a packFlexible walls let you accurately pour liquid from the cups and bowls into another container; rigid, reinforced nylon rings keep the rims sturdy for spill-free drinking X-Mugs have internal gradient markings help you measure out the contents Rigid food-grade nylon bases on the X-Bowls are tough enough to double as cutting boards while prepping meals X-Mugs and X-Bowls nest inside the X-Pot to create a compact cookset; other X products, such as X-Cups (sold separately) will also fit inside the X-Pot The silicone handles on the X-Pot are designed to secure the lid to the pot only during transport; attaching them to the lid during cooking will cause damage to the lid","","x-set-31-cookset","","","","","","","","","","","","","","","Usually Ships in 24 Hours","","","","","3","","","","","","","","","","","","94.5","","","","","","Silicone","","","","","","","","","","","","","Backpacking","","","","","","","","","","","","Sea to Summit","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1 to 1.49","","","","","","","","","","","",""
"Mystic Outdoors Master","CampCook_001","Camping Cookware","Standard","Dutch Oven - 4 Qt","55.00","","0.00","","","","","No","","","Fixed","","","","Yes","Yes","No","DisplayMessage","13.000","10.000","10.000","3.500","DirectShip & InStorePickup","The heirloom black patina on this 4 qt. Lodge Deep Dutch oven eliminates the time and effort of seasoning—it's ready to use right out of the box!","<ul><li>Lodge coats the entire surface of the oven with a proprietary vegetable oil formula, then bakes the oil onto the utensil in a hot industrial oven&nbsp;</li><li>The high temperature allows the oil to penetrate deeply into the cast iron surface, creating that prized heirloom finish&nbsp;</li><li>Cast iron pot distributes heat evenly—perfect for both quick, high-heat browning and long, slow cooking
10-in. diameter oven and lid have handles for convenience&nbsp;</li><li>Snug, flanged lid makes a self-basting cover that keeps in heat&nbsp;</li><li>The Lodge Deep Dutch oven is ideal for stews or meats&nbsp;</li><li>Made in USA.<br></li></ul>","","","Dutch Oven - 4 Qt","Lodge coats the entire surface of the oven with a proprietary vegetable oil formula, then bakes the oil onto the utensil in a hot industrial oven The high temperature allows the oil to penetrate deeply into the cast iron surface, creating that prized heirloom finish Cast iron pot distributes heat evenly—perfect for both quick, high-heat browning and long, slow cooking
10-in. diameter oven and lid have handles for convenience Snug, flanged lid makes a self-basting cover that keeps in heat The Lodge Deep Dutch oven is ideal for stews or meats Made in USA.","","dutch-oven-4-qt","","","","","","","","","","","","","","","Usually Ships in 24 Hours","","","","","5","","","","","","","","","","","","128","","","","","","Cast Iron","","","","","","","","","","","","","Camping","","","","","","","","","","","","Mystic","","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12 to 19.99","","","","","","","","","","","",""
"Mystic Outdoors Master","CampBundle0001","Camping Bundles","Bundle","Osprey Solo Camping Bundle","499.98","","0.00","749.00","","","","No","","","Fixed","","","","Yes","Yes","No","DisplayMessage","1.000","1.000","1.000","1.000","DirectShip & InStorePickup","New to back packing or is it just time for new gear? This is a bundle of all the basics for one person to get started.&nbsp;","New to back packing or is it just time for new gear? This is a bundle of all the basics for one person to get started.&nbsp;<div><br></div><div>Comes with a single person back packing tent you can choose from one of several Osprey multi-day packs for men or women.</div>","","","Osprey Solo Camping Bundle","New to back packing or is it just time for new gear? This is a bundle of all the basics for one person to get started. 
Comes with a single person back packing tent you can choose from one of several Osprey multi-day packs for men or women.","","osprey-solo-camping-bundle","","","","","","","","","","","","","","","Usually Ships in 24 Hours","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Backpacking","","","","","","","","","","","","Osprey","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Mystic Outdoors Master","backpack99","Backpacks","Configurable","pink backpack","150.00","","0.00","","","","","No","","","Fixed","","","","Yes","No","No","","1.000","1.000","1.000","1.000","DirectShip & InStorePickup","blahblah","","","","pink backpack","","","pink-backpack","","","","","","","","","","","","","","","Usually Ships in 24 Hours","","","","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","False","","","","","","","","","","","","","","","","","","","","","Avalanche Airbag","False","","","","","","","","","","","","","","","","",""
"Mystic Outdoors Master","BackP_026","Backpacks","Standard","Elevator Pack","90.00","","0.00","","","","","No","","","","","","","Yes","Yes","No","DisplayMessage","1.000","1.000","1.000","1.000","DirectShip & InStorePickup","The streamlined, top-loading 14-liter Elevator Pack from Outdoor Research is your go-to for long day hikes and summit attempts.","•	Shave a few ounces with the removable back panel&nbsp;<div>•	Adjustable mesh shoulder straps&nbsp;</div><div>•	Hydration bladder compatible (reservoir not included)&nbsp;</div><div>•	External daisy chain&nbsp;</div><div>•	Zippered organizer pockets&nbsp;</div><div>• Imported</div>","","","Elevator Pack","•	Shave a few ounces with the removable back panel •	Adjustable mesh shoulder straps •	Hydration bladder compatible (reservoir not included) •	External daisy chain •	Zippered organizer pockets • Imported","","elevator-pack","","","","","","","","","","","","","","","Usually Ships in 24 to 48 Hours","","","","","5","","","","","","","","","","","Backpack","","","","","","","Ripstop nylon","","","","","","Frameless","","","","","","","Hiking","","","","","","","Unisex","","","","","Outdoor Research","","5","","","","Diablo","","2","","","","","","","Wekend (35-50L)","","","","","","","","","","","","","","","","","","True","","","","","","","","","","","","","","Top","","","","Red","One Size","","","False","","","","","","","","","","","","","","","","",""
"Mystic Outdoors Master","BackP_025","Backpacks","Standard","Equinox 40 Pack","100.00","","0.00","","","","","No","","","","","","","Yes","Yes","No","DisplayMessage","1.000","1.000","1.000","1.000","DirectShip & InStorePickup","Built for diverse adventures, the JanSport Equinox 40-liter weekend pack lets you comfortably haul your gear and a few extra luxuries into the wild.","•	Exposed aluminum stay and polyethylene board back panel with full foam padding and a Venetech airflow channel; padded hipbelt&nbsp;<div>•	Large main compartment; pass-through side pocket; stretch-mesh side water bottle pockets; front zippered duffel pocket; large dual zippered side pockets&nbsp;</div><div>•	Side compression V-straps; gear loop; webbed haul handle; large carry handles&nbsp;</div><div>•	Foam padded shoulder straps with hydration tube management; hydration sleeve, clip and port (reservoir not included); sternum strap&nbsp;</div><div>• Imported</div>","","","Equinox 40 Pack","•	Exposed aluminum stay and polyethylene board back panel with full foam padding and a Venetech airflow channel; padded hipbelt •	Large main compartment; pass-through side pocket; stretch-mesh side water bottle pockets; front zippered duffel pocket; large dual zippered side pockets •	Side compression V-straps; gear loop; webbed haul handle; large carry handles •	Foam padded shoulder straps with hydration tube management; hydration sleeve, clip and port (reservoir not included); sternum strap • Imported","","equinox-40-pack","","","","","","","","","","","","","","","Usually Ships in 24 to 48 Hours","","","","","4","","","","","","","","","","","Backpack","","","","","","","300-denier ripstop polyester","","","","","","Internal Frame","","","","","","","Backpacking","","","","","","","Unisex","","","","","JanSport","","4","","","","Black/Lime Punch","","5 + main compartment","","","","","","","Wekend (35-50L)","","","","","","","","","","","","","","","","","","True","","","","","","","","","","","","","","Top","","","","Black","One Size","","","False","","","","","","","","","","","","","","","","",""
